"usaf_station","wban_station","date","time","latitude","longitude","elevation","wind_direction","wind_speed","ceiling_height","visibility_distance","temperature","temperature_dewpoint","air_pressure"
"722688","93034","20090106","1850","+32688","-103210","+1116","320","0077","22000","016093","+0100","-0090","99999"
"722688","93034","20090106","2050","+32688","-103210","+1116","300","0067","22000","016093","+0110","-0110","99999"
"722688","93034","20090106","2150","+32688","-103210","+1116","210","0088","22000","016093","+0110","-0110","99999"
"722688","93034","20090106","2250","+32688","-103210","+1116","290","0057","22000","016093","+0100","-0120","99999"
"722688","93034","20090106","2350","+32688","-103210","+1116","280","0051","22000","016093","+0090","-0100","99999"
"722688","93034","20090107","0050","+32688","-103210","+1116","260","0036","22000","016093","+0040","-0100","99999"
"722688","93034","20090107","1350","+32688","-103210","+1116","260","0041","22000","016093","+0020","-0100","99999"
"722688","93034","20090107","1450","+32688","-103210","+1116","260","0036","22000","016093","+0030","-0100","99999"
"722688","93034","20090107","1550","+32688","-103210","+1116","240","0046","22000","016093","+0070","-0090","99999"
"722688","93034","20090107","1657","+32688","-103210","+1116","350","0062","22000","016093","+0100","-0090","99999"
"722688","93034","20090107","1800","+32688","-103210","+1116","260","0072","22000","016093","+0130","-0090","99999"
"722688","93034","20090107","1952","+32688","-103210","+1116","260","0072","22000","016093","+0170","-0070","99999"
"722688","93034","20090107","2050","+32688","-103210","+1116","240","0057","22000","016093","+0160","-0080","99999"
"722688","93034","20090107","2150","+32688","-103210","+1116","230","0067","22000","016093","+0160","-0070","99999"
"722688","93034","20090107","2250","+32688","-103210","+1116","230","0067","22000","016093","+0150","-0070","99999"
"722688","93034","20090107","2350","+32688","-103210","+1116","240","0031","22000","016093","+0120","-0060","99999"
"722688","93034","20090108","0050","+32688","-103210","+1116","230","0015","22000","016093","+0090","-0070","99999"
"722688","93034","20090108","1250","+32688","-103210","+1116","310","0062","22000","016093","+0080","-0080","99999"
"722688","93034","20090108","1350","+32688","-103210","+1116","290","0057","22000","016093","+0070","-0070","99999"
"722688","93034","20090108","1450","+32688","-103210","+1116","310","0062","22000","016093","+0080","-0070","99999"
"722688","93034","20090108","1550","+32688","-103210","+1116","310","0067","22000","016093","+0120","-0060","99999"
"722688","93034","20090108","1650","+32688","-103210","+1116","330","0051","22000","016093","+0150","-0050","99999"
"722688","93034","20090108","1750","+32688","-103210","+1116","040","0026","22000","016093","+0180","-0050","99999"
"722688","93034","20090108","1850","+32688","-103210","+1116","999","0000","22000","016093","+0180","-0050","99999"
"722688","93034","20090108","1950","+32688","-103210","+1116","240","0036","22000","016093","+0200","-0050","99999"
"722688","93034","20090108","2050","+32688","-103210","+1116","200","0026","22000","016093","+0200","-0050","99999"
"722688","93034","20090108","2150","+32688","-103210","+1116","220","0041","22000","016093","+0210","-0050","99999"
"722688","93034","20090108","2250","+32688","-103210","+1116","220","0031","22000","016093","+0200","-0050","99999"
"722688","93034","20090108","2350","+32688","-103210","+1116","240","0036","22000","016093","+0170","-0050","99999"
"722688","93034","20090109","0050","+32688","-103210","+1116","230","0031","22000","016093","+0100","-0070","99999"
"722688","93034","20090109","1250","+32688","-103210","+1116","250","0036","22000","016093","+0050","-0070","99999"
"722688","93034","20090109","1350","+32688","-103210","+1116","300","0015","22000","016093","+0040","-0070","99999"
"722688","93034","20090109","1450","+32688","-103210","+1116","220","0088","22000","016093","+0120","-0080","99999"
"722688","93034","20090109","1550","+32688","-103210","+1116","240","0077","22000","016093","+0150","-0080","99999"
"722688","93034","20090109","1650","+32688","-103210","+1116","250","0088","22000","016093","+0170","-0080","99999"
"722688","93034","20090109","1750","+32688","-103210","+1116","240","0072","22000","016093","+0190","-0080","99999"
"722688","93034","20090109","1950","+32688","-103210","+1116","250","0062","22000","016093","+0220","-0080","99999"
"722688","93034","20090109","2050","+32688","-103210","+1116","240","0067","22000","016093","+0230","-0090","99999"
"722688","93034","20090109","2150","+32688","-103210","+1116","270","0062","22000","016093","+0240","-0090","99999"
"722688","93034","20090109","2250","+32688","-103210","+1116","230","0031","22000","016093","+0220","-0090","99999"
"722688","93034","20090109","2350","+32688","-103210","+1116","220","0026","22000","016093","+0190","-0100","99999"
"722688","93034","20090110","0050","+32688","-103210","+1116","200","0046","22000","016093","+0120","-0100","99999"
"722688","93034","20090110","1250","+32688","-103210","+1116","340","0057","02286","016093","+0010","-0080","99999"
"722688","93034","20090110","1350","+32688","-103210","+1116","340","0046","22000","016093","+0000","-0090","99999"
"722688","93034","20090110","1450","+32688","-103210","+1116","350","0077","22000","016093","+0010","-0090","99999"
"722688","93034","20090110","1550","+32688","-103210","+1116","340","0062","22000","016093","+0030","-0090","99999"
"722688","93034","20090110","1650","+32688","-103210","+1116","340","0082","22000","016093","+0040","-0100","99999"
"722688","93034","20090110","1750","+32688","-103210","+1116","340","0077","22000","016093","+0060","-0120","99999"
"722688","93034","20090110","1850","+32688","-103210","+1116","340","0057","22000","016093","+0080","-0120","99999"
"722688","93034","20090110","1953","+32688","-103210","+1116","020","0046","22000","016093","+0090","-0120","99999"
"722688","93034","20090110","2057","+32688","-103210","+1116","320","0036","22000","016093","+0090","-0130","99999"
"722688","93034","20090110","2157","+32688","-103210","+1116","340","0041","22000","016093","+0100","-0130","99999"
"722688","93034","20090110","2253","+32688","-103210","+1116","320","0031","22000","016093","+0090","-0130","99999"
"722688","93034","20090110","2352","+32688","-103210","+1116","330","0015","22000","016093","+0080","-0140","99999"
"722688","93034","20090111","0056","+32688","-103210","+1116","999","0000","22000","016093","+0040","-0140","99999"
"722688","93034","20090111","1250","+32688","-103210","+1116","260","0036","22000","016093","-0050","-0130","99999"
"722688","93034","20090111","1350","+32688","-103210","+1116","250","0036","22000","016093","-0050","-0130","99999"
"722688","93034","20090111","1450","+32683","-103217","+1115","270","0021","22000","016093","-0020","-0120","99999"
"722688","93034","20090111","1550","+32688","-103210","+1116","240","0036","22000","016093","+0070","-0070","99999"
"722688","93034","20090111","1650","+32688","-103210","+1116","220","0026","22000","016093","+0100","-0070","99999"
"722688","93034","20090111","1750","+32688","-103210","+1116","180","0041","22000","016093","+0110","-0090","99999"
"722688","93034","20090111","1850","+32688","-103210","+1116","230","0041","22000","016093","+0130","-0090","99999"
"722688","93034","20090111","1950","+32688","-103210","+1116","190","0057","22000","016093","+0130","-0100","99999"
"722688","93034","20090111","2050","+32688","-103210","+1116","200","0046","22000","016093","+0140","-0110","99999"
"722688","93034","20090111","2150","+32688","-103210","+1116","180","0046","22000","016093","+0130","-0120","99999"
"722688","93034","20090111","2250","+32688","-103210","+1116","180","0041","22000","016093","+0130","-0120","99999"
"722688","93034","20090111","2350","+32688","-103210","+1116","180","0036","22000","016093","+0100","-0130","99999"
"722688","93034","20090112","0050","+32688","-103210","+1116","200","0026","22000","016093","+0060","-0130","99999"
"722688","93034","20090112","1250","+32688","-103210","+1116","270","0046","22000","016093","+0020","-0090","99999"
"722688","93034","20090112","1450","+32688","-103210","+1116","300","0046","22000","016093","+0020","-0090","99999"
"722688","93034","20090112","1550","+32688","-103210","+1116","300","0093","22000","016093","+0100","-0090","99999"
"722688","93034","20090112","1750","+32688","-103210","+1116","310","0072","22000","016093","+0150","-0090","99999"
"722688","93034","20090112","1850","+32688","-103210","+1116","330","0057","22000","016093","+0170","-0100","99999"
"722688","93034","20090112","1950","+32688","-103210","+1116","330","0067","22000","016093","+0170","-0100","99999"
"722688","93034","20090112","2050","+32688","-103210","+1116","340","0062","22000","016093","+0170","-0100","99999"
"722688","93034","20090112","2150","+32688","-103210","+1116","350","0082","22000","016093","+0170","-0100","99999"
"722688","93034","20090113","0050","+32688","-103210","+1116","010","0103","22000","014484","+0050","-0060","99999"
"722688","93034","20090113","1250","+32688","-103210","+1116","200","0031","22000","016093","-0080","-0140","99999"
"722688","93034","20090113","1350","+32688","-103210","+1116","260","0026","22000","016093","-0080","-0140","99999"
"722688","93034","20090113","1450","+32688","-103210","+1116","999","0000","22000","016093","-0020","-0130","99999"
"722688","93034","20090113","1550","+32688","-103210","+1116","180","0036","22000","016093","+0030","-0120","99999"
"722688","93034","20090113","1750","+32688","-103210","+1116","210","0057","22000","016093","+0060","-0130","99999"
"722688","93034","20090113","1850","+32688","-103210","+1116","190","0082","22000","016093","+0080","-0140","99999"
"722688","93034","20090113","1950","+32688","-103210","+1116","190","0072","22000","016093","+0090","-0130","99999"
"722688","93034","20090113","2050","+32688","-103210","+1116","200","0057","22000","016093","+0100","-0110","99999"
"722688","93034","20090113","2154","+32688","-103210","+1116","200","0057","22000","016093","+0110","-0110","99999"
"722688","93034","20090113","2350","+32688","-103210","+1116","170","0041","22000","016093","+0090","-0100","99999"
"722688","93034","20090114","0050","+32688","-103210","+1116","160","0036","22000","016093","+0030","-0120","99999"
"722688","93034","20090114","1250","+32688","-103210","+1116","260","0026","22000","016093","-0040","-0120","99999"
"722688","93034","20090114","1350","+32688","-103210","+1116","999","0000","22000","016093","-0050","-0120","99999"
"722688","93034","20090114","1450","+32688","-103210","+1116","330","0051","22000","016093","+0000","-0090","99999"
"722688","93034","20090114","1550","+32688","-103210","+1116","360","0041","22000","016093","+0030","-0080","99999"
"722688","93034","20090114","1650","+32688","-103210","+1116","350","0036","22000","016093","+0070","-0080","99999"
"722688","93034","20090114","1750","+32688","-103210","+1116","010","0026","22000","016093","+0100","-0080","99999"
"722688","93034","20090114","1850","+32688","-103210","+1116","040","0031","22000","016093","+0120","-0080","99999"
"722688","93034","20090114","2050","+32688","-103210","+1116","040","0036","22000","016093","+0140","-0080","99999"
"722688","93034","20090114","2250","+32688","-103210","+1116","030","0041","22000","016093","+0130","-0080","99999"
"722688","93034","20090114","2353","+32688","-103210","+1116","050","0021","22000","016093","+0110","-0080","99999"
"722688","93034","20090115","0050","+32688","-103210","+1116","050","0021","22000","016093","+0080","-0080","99999"
"722688","93034","20090115","1250","+32688","-103210","+1116","010","0036","22000","016093","-0050","-0080","99999"
"722688","93034","20090115","1350","+32688","-103210","+1116","030","0036","22000","016093","-0060","-0080","99999"
"722688","93034","20090115","1550","+32688","-103210","+1116","060","0057","22000","016093","-0020","-0090","99999"
"722688","93034","20090115","1650","+32688","-103210","+1116","060","0041","22000","016093","+0000","-0090","99999"
"722688","93034","20090115","1750","+32688","-103210","+1116","040","0036","22000","016093","+0010","-0090","99999"
"722688","93034","20090115","1850","+32688","-103210","+1116","070","0031","22000","016093","+0030","-0080","99999"
"722688","93034","20090115","1956","+32688","-103210","+1116","060","0036","22000","016093","+0040","-0080","99999"
"722688","93034","20090115","2050","+32688","-103210","+1116","070","0041","22000","016093","+0050","-0070","99999"
"722688","93034","20090115","2200","+32688","-103210","+1116","070","0046","22000","016093","+0060","-0070","99999"
"722688","93034","20090115","2345","+32688","-103210","+1116","070","0036","22000","016093","+0040","-0070","99999"
"722688","93034","20090116","0050","+32688","-103210","+1116","080","0041","22000","016093","+0000","-0070","99999"
"722688","93034","20090116","1250","+32688","-103210","+1116","160","0026","00335","012875","-0010","-0050","99999"
"722688","93034","20090116","1350","+32688","-103210","+1116","160","0026","00579","016093","-0010","-0060","99999"
"722688","93034","20090116","1453","+32688","-103210","+1116","180","0021","00579","016093","+0000","-0050","99999"
"722688","93034","20090116","1550","+32688","-103210","+1116","160","0036","00518","016093","+0000","-0050","99999"
"722688","93034","20090116","1650","+32688","-103210","+1116","170","0036","00518","016093","-0020","-0050","99999"
"722688","93034","20090116","1750","+32688","-103210","+1116","190","0041","00518","016093","+0040","-0040","99999"
"722688","93034","20090116","1850","+32688","-103210","+1116","190","0041","22000","016093","+0060","-0040","99999"
"722688","93034","20090116","1950","+32688","-103210","+1116","190","0036","22000","016093","+0080","-0040","99999"
"722688","93034","20090116","2050","+32688","-103210","+1116","200","0036","22000","016093","+0090","-0040","99999"
"722688","93034","20090116","2150","+32688","-103210","+1116","200","0041","22000","016093","+0110","-0040","99999"
"722688","93034","20090116","2250","+32688","-103210","+1116","200","0036","22000","016093","+0110","-0040","99999"
"722688","93034","20090117","0050","+32688","-103210","+1116","170","0031","22000","016093","+0050","-0050","99999"
"722688","93034","20090117","1250","+32688","-103210","+1116","250","0031","22000","011265","-0030","-0040","99999"
"722688","93034","20090117","1350","+32688","-103210","+1116","180","0026","22000","004828","-0030","-0030","99999"
"722688","93034","20090117","1450","+32688","-103210","+1116","240","0031","22000","012875","+0000","+0000","99999"
"722688","93034","20090117","1650","+32688","-103210","+1116","310","0082","22000","016093","+0150","-0070","99999"
"722688","93034","20090117","1750","+32688","-103210","+1116","290","0093","22000","016093","+0170","-0070","99999"
"722688","93034","20090117","1850","+32688","-103210","+1116","340","0072","22000","016093","+0160","-0070","99999"
"722688","93034","20090117","1950","+32688","-103210","+1116","360","0088","22000","016093","+0160","-0080","99999"
"722688","93034","20090117","2050","+32688","-103210","+1116","360","0082","22000","016093","+0170","-0090","99999"
"722688","93034","20090117","2155","+32688","-103210","+1116","010","0072","22000","016093","+0170","-0090","99999"
"722688","93034","20090117","2250","+32688","-103210","+1116","010","0072","22000","016093","+0160","-0090","99999"
"722688","93034","20090117","2350","+32688","-103210","+1116","020","0036","22000","016093","+0140","-0090","99999"
"722688","93034","20090118","0051","+32688","-103210","+1116","320","0026","22000","016093","+0090","-0100","99999"
"722688","93034","20090118","1250","+32688","-103210","+1116","290","0041","22000","016093","-0030","-0080","99999"
"722688","93034","20090118","1350","+32688","-103210","+1116","280","0036","22000","016093","-0030","-0100","99999"
"722688","93034","20090118","1450","+32688","-103210","+1116","280","0036","22000","016093","+0020","+9999","99999"
"722688","93034","20090118","1550","+32688","-103210","+1116","280","0026","22000","016093","+0090","-0090","99999"
"722688","93034","20090118","1650","+32688","-103210","+1116","280","0036","22000","016093","+0140","-0090","99999"
"722688","93034","20090118","1750","+32688","-103210","+1116","280","0031","22000","016093","+0170","-0090","99999"
"722688","93034","20090118","1850","+32688","-103210","+1116","280","0041","22000","016093","+0170","-0100","99999"
"722688","93034","20090118","1950","+32688","-103210","+1116","290","0031","22000","016093","+0180","-0110","99999"
"722688","93034","20090118","2050","+32688","-103210","+1116","270","0036","22000","016093","+0190","-0110","99999"
"722688","93034","20090118","2158","+32688","-103210","+1116","240","0036","22000","016093","+0190","-0110","99999"
"722688","93034","20090118","2254","+32688","-103210","+1116","240","0046","22000","016093","+0160","-0120","99999"
"722688","93034","20090118","2354","+32688","-103210","+1116","240","0031","22000","016093","+0130","-0110","99999"
"722688","93034","20090119","0056","+32688","-103210","+1116","250","0036","22000","016093","+0090","-0120","99999"
"722688","93034","20090119","1250","+32688","-103210","+1116","320","0046","22000","016093","+0000","-0120","99999"
"722688","93034","20090119","1350","+32688","-103210","+1116","310","0036","22000","016093","+0020","-0130","99999"
"722688","93034","20090119","1450","+32688","-103210","+1116","310","0036","22000","016093","+0050","-0120","99999"
"722688","93034","20090119","1550","+32688","-103210","+1116","310","0046","22000","016093","+0100","-0120","99999"
"722688","93034","20090119","1750","+32688","-103210","+1116","340","0067","22000","016093","+0180","-0100","99999"
"722688","93034","20090119","1850","+32688","-103210","+1116","320","0082","22000","016093","+0200","-0110","99999"
"722688","93034","20090119","1950","+32688","-103210","+1116","330","0072","22000","016093","+0220","-0140","99999"
"722688","93034","20090119","2050","+32688","-103210","+1116","330","0077","22000","016093","+0220","-0140","99999"
"722688","93034","20090119","2150","+32688","-103210","+1116","280","0057","22000","016093","+0220","-0130","99999"
"722688","93034","20090119","2250","+32688","-103210","+1116","290","0062","22000","016093","+0200","-0140","99999"
"722688","93034","20090119","2350","+32688","-103210","+1116","280","0041","22000","016093","+0180","-0130","99999"
"722688","93034","20090120","0050","+32688","-103210","+1116","270","0041","22000","016093","+0100","-0140","99999"
"722688","93034","20090120","1250","+32688","-103210","+1116","300","0041","22000","016093","+0010","-0110","99999"
"722688","93034","20090120","1350","+32688","-103210","+1116","290","0041","22000","016093","+0000","-0110","99999"
"722688","93034","20090120","1450","+32688","-103210","+1116","300","0036","22000","016093","+0030","-0100","99999"
"722688","93034","20090120","1550","+32688","-103210","+1116","360","0031","22000","016093","+0090","-0070","99999"
"722688","93034","20090120","1650","+32688","-103210","+1116","010","0046","22000","016093","+0110","-0070","99999"
"722688","93034","20090120","1750","+32688","-103210","+1116","340","0041","22000","016093","+0130","-0080","99999"
"722688","93034","20090120","1850","+32688","-103210","+1116","330","0046","22000","016093","+0150","-0090","99999"
"722688","93034","20090120","1950","+32688","-103210","+1116","340","0072","22000","016093","+0170","-0100","99999"
"722688","93034","20090120","2050","+32688","-103210","+1116","330","0072","22000","016093","+0180","-0100","99999"
"722688","93034","20090120","2150","+32688","-103210","+1116","350","0051","22000","016093","+0180","-0100","99999"
"722688","93034","20090120","2250","+32688","-103210","+1116","360","0041","22000","016093","+0170","-0100","99999"
"722688","93034","20090120","2350","+32688","-103210","+1116","999","0000","22000","016093","+0150","-0100","99999"
"722688","93034","20090121","0050","+32688","-103210","+1116","999","0000","22000","016093","+0130","-0100","99999"
"722688","93034","20090121","1350","+32688","-103210","+1116","270","0051","22000","016093","+0020","-0110","99999"
"722688","93034","20090121","1450","+32688","-103210","+1116","280","0046","22000","016093","+0070","-0100","99999"
"722688","93034","20090121","1550","+32688","-103210","+1116","270","0046","22000","016093","+0130","-0100","99999"
"722688","93034","20090121","1650","+32688","-103210","+1116","270","0057","22000","016093","+0170","-0100","99999"
"722688","93034","20090121","1750","+32688","-103210","+1116","260","0046","22000","016093","+0200","-0100","99999"
"722688","93034","20090121","1950","+32688","-103210","+1116","230","0046","22000","016093","+0220","-0120","99999"
"722688","93034","20090121","2052","+32688","-103210","+1116","230","0046","22000","016093","+0220","-0120","99999"
"722688","93034","20090121","2150","+32688","-103210","+1116","220","0046","22000","016093","+0220","-0120","99999"
"722688","93034","20090121","2250","+32688","-103210","+1116","230","0046","22000","016093","+0220","-0110","99999"
"722688","93034","20090122","0050","+32688","-103210","+1116","200","0041","22000","016093","+0140","-0120","99999"
"722688","93034","20090122","1250","+32688","-103210","+1116","260","0051","22000","016093","+0090","-0100","99999"
"722688","93034","20090122","1350","+32688","-103210","+1116","260","0041","22000","016093","+0070","-0090","99999"
"722688","93034","20090122","1450","+32688","-103210","+1116","260","0026","22000","016093","+0120","-0090","99999"
"722688","93034","20090122","1550","+32688","-103210","+1116","230","0062","22000","016093","+0170","-0080","99999"
"722688","93034","20090122","1650","+32688","-103210","+1116","240","0067","22000","016093","+0200","-0070","99999"
"722688","93034","20090122","1950","+32688","-103210","+1116","250","0072","22000","016093","+0250","-0050","99999"
"722688","93034","20090122","2050","+32688","-103210","+1116","250","0077","04572","016093","+0250","-0030","99999"
"722688","93034","20090122","2150","+32688","-103210","+1116","230","0062","04572","016093","+0240","-0040","99999"
"722688","93034","20090122","2250","+32688","-103210","+1116","230","0067","04572","016093","+0240","-0030","99999"
"722688","93034","20090122","2350","+32688","-103210","+1116","230","0051","03658","016093","+0200","-0020","99999"
"722688","93034","20090123","0052","+32688","-103210","+1116","320","0041","03658","016093","+0180","-0010","99999"
"722688","93034","20090123","1250","+32688","-103210","+1116","220","0031","22000","016093","+0080","+0050","99999"
"722688","93034","20090123","1350","+32688","-103210","+1116","230","0036","22000","016093","+0080","+0050","99999"
"722688","93034","20090123","1450","+32688","-103210","+1116","240","0046","22000","016093","+0110","+0060","99999"
"722688","93034","20090123","1550","+32688","-103210","+1116","240","0072","22000","016093","+0140","+0070","99999"
"722688","93034","20090123","1650","+32688","-103210","+1116","250","0077","22000","016093","+0180","+0060","99999"
"722688","93034","20090123","1850","+32688","-103210","+1116","270","0088","22000","016093","+0220","+0040","99999"
"722688","93034","20090123","1950","+32688","-103210","+1116","270","0093","22000","016093","+0230","+0040","99999"
"722688","93034","20090123","2054","+32688","-103210","+1116","280","0082","22000","016093","+0230","+0030","99999"
"722688","93034","20090123","2150","+32688","-103210","+1116","280","0088","22000","016093","+0220","+0020","99999"
"722688","93034","20090123","2253","+32688","-103210","+1116","280","0072","22000","016093","+0230","+0020","99999"
"722688","93034","20090124","0050","+32688","-103210","+1116","280","0041","22000","016093","+0160","+0010","99999"
"722688","93034","20090124","1250","+32688","-103210","+1116","010","0041","22000","016093","-0040","-0110","99999"
"722688","93034","20090124","1350","+32688","-103210","+1116","350","0036","22000","016093","-0050","-0110","99999"
"722688","93034","20090124","1450","+32688","-103210","+1116","340","0041","22000","016093","-0040","-0110","99999"
"722688","93034","20090124","1550","+32688","-103210","+1116","340","0041","22000","016093","-0030","-0100","99999"
"722688","93034","20090124","1650","+32688","-103210","+1116","340","0031","22000","016093","+0000","-0100","99999"
"722688","93034","20090124","1850","+32688","-103210","+1116","999","0000","22000","016093","+0040","-0100","99999"
"722688","93034","20090124","1950","+32688","-103210","+1116","140","0021","22000","016093","+0050","-0100","99999"
"722688","93034","20090124","2050","+32688","-103210","+1116","160","0021","22000","016093","+0070","-0040","99999"
"722688","93034","20090124","2150","+32688","-103210","+1116","140","0046","22000","016093","+0080","-0090","99999"
"722688","93034","20090124","2250","+32688","-103210","+1116","150","0051","22000","016093","+0080","-0090","99999"
"722688","93034","20090124","2351","+32688","-103210","+1116","150","0046","22000","016093","+0080","-0090","99999"
"722688","93034","20090125","0050","+32688","-103210","+1116","150","0036","22000","016093","+0040","-0090","99999"
"722688","93034","20090125","1250","+32688","-103210","+1116","200","0026","22000","016093","-0010","-0090","99999"
